well_id,date,lat,lon,actual,pred_v1,pred_v2,kriging
W_16.4064_80.1481,2020-01-09,16.40639,80.14806,2.34,3.2189164145937035,4.84369180108906,3.0091652870178223
W_16.4064_80.1481,2020-11-29,16.40639,80.14806,1.13,4.192237404197016,3.705204564152892,2.1526007652282715
W_16.4064_80.1481,2021-01-09,16.40639,80.14806,1.7,2.4696915714655314,3.218765551155625,2.3412981033325195
W_16.26_80.4744,2016-11-04,16.26,80.47444,4.6,3.8636386305523387,4.37275034061763,3.732157707214356
W_16.26_80.4744,2019-01-04,16.26,80.47444,3.68,4.548258745499864,4.414906390683333,4.5330491065979
W_16.26_80.4744,2019-05-04,16.26,80.47444,4.9,7.687670216485012,7.994893086423513,6.419693470001221
W_16.26_80.4744,2019-08-19,16.26,80.47444,4.26,4.263664847578031,4.881486685829845,4.151352405548096
W_16.26_80.4744,2019-10-31,16.26,80.47444,3.97,3.480775018753937,4.136887967573097,4.275356769561768
W_16.26_80.4744,2020-01-09,16.26,80.47444,3.85,3.010337817194646,4.839208665413499,3.2309775352478027
W_16.26_80.4744,2020-11-29,16.26,80.47444,4.0,3.9191245149055156,3.2647166391515365,1.5186411142349243
W_16.26_80.4744,2021-01-09,16.26,80.47444,3.75,2.4350080398897678,2.719624723789506,2.3215034008026123
W_16.2953_80.0219,2016-11-04,16.29528,80.02194,3.7,5.604390571595274,5.117960454265524,4.060088157653809
W_16.2953_80.0219,2017-01-04,16.29528,80.02194,3.92,5.648068630912883,4.852988818880603,4.494028091430664
W_16.2953_80.0219,2018-11-04,16.29528,80.02194,3.35,7.95493357961859,6.870282909787422,7.962258815765381
W_16.2953_80.0219,2019-01-04,16.29528,80.02194,3.62,4.218982716059215,4.389262453134393,4.79238224029541
W_16.2953_80.0219,2019-05-04,16.29528,80.02194,5.4,7.799786915882861,8.032706568993255,7.563983917236328
W_16.2953_80.0219,2019-08-19,16.29528,80.02194,6.02,4.819017011133236,5.280286793882425,8.147956848144531
W_16.2953_80.0219,2019-10-31,16.29528,80.02194,4.01,5.495932122146645,5.447780727618453,4.275356769561768
W_16.2953_80.0219,2020-01-09,16.29528,80.02194,4.38,3.8779523119179413,4.724245526620459,4.139597892761231
W_16.2953_80.0219,2020-11-29,16.29528,80.02194,4.2,4.008414462718646,3.5654445271493214,2.4459333419799805
W_16.2953_80.0219,2021-01-09,16.29528,80.02194,3.16,2.7013651701424535,3.293921675013595,2.5570130348205566
W_16.4039_80.1656,2017-01-04,16.40389,80.16556,0.64,5.455310301204102,4.789473188896006,5.480133533477783
W_16.4039_80.1656,2020-11-29,16.40389,80.16556,1.4,4.192237404197016,3.705204564152892,2.1526007652282715
W_16.4972_80.145,2016-11-04,16.49722,80.145,3.4,4.169645814953839,4.893031815286873,3.944259643554688
W_16.4972_80.145,2019-01-04,16.49722,80.145,5.16,4.352542066311025,4.612862828319148,3.864235162734986
W_16.4972_80.145,2019-05-04,16.49722,80.145,6.42,7.747330400422685,8.056691518425882,7.892505645751953
W_16.4972_80.145,2019-10-31,16.49722,80.145,3.33,3.723034205776646,4.58697837971353,4.275356769561768
