well_id,date,actual,predicted_lstm,predicted_persistence
W_18.3092_79.1181,2020-11-29,1.3999999,1.801365,2.6
W_18.3092_79.1181,2021-01-09,3.3,2.2316718,1.4
W_18.325_75.9639,2018-08-24,8.0,3.9634774,4.12
W_18.325_75.9639,2019-01-09,10.7,11.774669,8.0
W_18.325_75.9639,2019-05-19,10.69,12.3477955,10.7
W_18.325_75.9639,2020-01-09,5.2,6.0736823,10.69
W_18.325_75.9639,2021-01-09,3.8599997,5.709423,5.2
W_18.3333_73.85,2017-01-04,7.8500004,3.910017,2.07
W_18.3333_73.85,2017-08-24,0.009999752,6.5309396,7.85
W_18.3333_73.85,2018-08-19,0.01,0.38075897,0.01
W_18.3333_73.85,2019-01-09,5.7700005,1.6622926,0.01
W_18.3333_73.85,2019-05-19,6.5,6.519812,5.77
W_18.3333_73.85,2019-08-19,1.0999999,2.6628036,6.5
W_18.3333_73.85,2019-11-09,2.7,0.79256517,1.1
W_18.3333_73.85,2020-01-09,2.81,2.9145906,2.7
W_18.3333_73.85,2020-11-29,0.63999987,2.7009435,2.81
W_18.3333_73.85,2021-01-09,2.4499998,2.730793,0.64
W_18.3536_76.805,2016-11-04,2.85,0.439394,3.05
W_18.3536_76.805,2017-01-04,5.1499996,5.017747,2.85
W_18.3536_76.805,2017-08-24,2.0700002,5.629159,5.15
W_18.3536_76.805,2018-08-24,2.8999999,2.1831455,2.07
W_18.3536_76.805,2019-01-09,7.8,7.572482,2.9
W_18.3536_76.805,2019-05-19,10.4,10.234663,7.8
W_18.3536_76.805,2019-08-19,8.849999,7.4165506,10.4
W_18.3536_76.805,2019-11-09,2.9500003,5.3088484,8.85
W_18.3536_76.805,2020-01-09,6.86,4.9278135,2.95
W_18.3536_76.805,2021-01-09,4.3500004,6.586094,6.86
W_18.3708_75.425,2017-08-24,3.15,3.9631476,4.0
W_18.3708_75.425,2018-08-24,3.45,4.300876,3.15
W_18.3708_75.425,2019-01-09,5.3,6.283454,3.45
W_18.3708_75.425,2019-05-19,10.0,6.592456,5.3
W_18.3708_75.425,2019-11-09,2.85,5.8961434,10.0
W_18.3708_75.425,2020-01-09,4.2,4.256217,2.85
W_18.3708_75.425,2021-01-09,3.0499997,3.383821,4.2
W_18.3_80.55,2017-01-04,8.6,8.294818,6.65
W_18.3_80.55,2017-08-24,5.3,7.1404276,8.6
W_18.3_80.55,2018-08-19,2.3700001,4.957064,5.3
W_18.3_80.55,2018-11-04,7.2999997,5.0061297,2.37
W_18.3_80.55,2019-01-04,8.58,7.761315,7.3
W_18.3_80.55,2019-05-04,10.4,10.298535,8.58
W_18.3_80.55,2019-08-19,3.0999994,6.5174913,10.4
W_18.3_80.55,2019-10-31,2.5,3.2098205,3.1
W_18.3_80.55,2020-01-09,5.85,4.05002,2.5
W_18.3_80.55,2020-11-29,5.02,4.0596843,5.85
W_18.3_80.55,2021-01-09,6.2799997,6.010208,5.02
W_18.4333_73.2056,2017-01-04,2.2,2.2580705,0.85
W_18.4333_73.2056,2017-08-24,1.3000001,0.058003187,2.2
W_18.4333_73.2056,2018-08-19,0.39999998,0.91466224,1.3
W_18.4333_73.2056,2019-01-09,1.49,2.3718245,0.4
W_18.4333_73.2056,2019-05-19,1.7,3.2608104,1.49
W_18.4333_73.2056,2019-08-19,0.85,-0.7872484,1.7
W_18.4333_73.2056,2019-11-09,1.0500001,1.4852965,0.85
W_18.4333_73.2056,2020-01-09,1.39,2.1916156,1.05
W_18.4333_73.2056,2020-11-29,0.39999998,0.73550665,1.39
W_18.4333_73.2056,2021-01-09,1.05,1.3792341,0.4
W_18.4417_79.0833,2017-01-04,4.35,2.0654073,1.1
W_18.4417_79.0833,2017-08-24,7.66,5.4282026,4.35
W_18.4417_79.0833,2018-08-19,2.85,6.8042226,7.66
W_18.4417_79.0833,2018-11-04,5.5,4.4842143,2.85
W_18.4417_79.0833,2019-01-04,7.65,6.647733,5.5
W_18.4417_79.0833,2019-05-04,10.55,9.490174,7.65
W_18.4417_79.0833,2019-08-19,5.4,7.987713,10.55
W_18.4417_79.0833,2019-10-31,0.25,2.110194,5.4
W_18.4417_79.0833,2020-01-09,2.96,1.3295966,0.25
W_18.4417_79.0833,2020-11-29,0.5799999,1.9861555,2.96
W_18.4417_79.0833,2021-01-09,2.97,1.4174565,0.58
W_18.4458_79.2875,2017-01-04,7.8,10.617987,9.75
W_18.4458_79.2875,2017-08-24,10.610001,8.520745,7.8
W_18.4458_79.2875,2018-08-19,9.7,9.598086,10.61
W_18.4458_79.2875,2018-11-04,9.95,10.734225,9.7
W_18.4458_79.2875,2019-01-04,12.75,11.118524,9.95
W_18.4458_79.2875,2019-05-04,16.1,14.49569,12.75
W_18.4458_79.2875,2019-08-19,12.950001,13.59207,16.1
W_18.4458_79.2875,2019-10-31,5.7,8.263941,12.95
W_18.4458_79.2875,2020-01-09,8.45,6.78436,5.7
W_18.4458_79.2875,2020-11-29,5.54,7.8723044,8.45
W_18.4458_79.2875,2021-01-09,8.78,6.7393584,5.54
W_18.4528_74.7494,2017-01-04,11.8,10.808016,11.2
W_18.4528_74.7494,2017-08-24,13.8,9.39492,11.8
W_18.4528_74.7494,2018-08-24,7.19,14.081559,13.8
W_18.4528_74.7494,2019-01-09,10.8,9.661887,7.19
W_18.4528_74.7494,2019-05-19,15.370001,12.786711,10.8
W_18.4528_74.7494,2019-08-19,14.4,11.680066,15.37
W_18.4528_74.7494,2019-11-09,8.4,12.537235,14.4
W_18.4528_74.7494,2020-11-29,7.9999995,10.297249,8.4
W_18.4528_74.7494,2021-01-09,3.15,8.685681,8.0
W_18.4556_76.0914,2016-11-04,2.1000001,2.0327632,4.4
W_18.4556_76.0914,2017-01-04,3.8,4.2684827,2.1
W_18.4556_76.0914,2017-08-24,2.36,3.6151164,3.8
W_18.4556_76.0914,2018-08-24,2.8,2.9860737,2.36
W_18.4556_76.0914,2019-01-09,7.2,7.6224995,2.8
W_18.4556_76.0914,2019-05-19,8.7,7.1883793,7.2
W_18.4556_76.0914,2019-08-19,6.0499997,5.379242,8.7
W_18.4556_76.0914,2019-11-09,1.5300002,2.0322404,6.05
W_18.4556_76.0914,2020-01-09,3.25,3.795772,1.53
W_18.4556_76.0914,2021-01-09,3.01,2.9697092,3.25
W_18.4583_74.8233,2017-08-24,7.3,4.2058287,7.0
W_18.4583_74.8233,2018-08-24,4.0,7.4230666,7.3
W_18.4583_74.8233,2019-01-09,7.3,6.1644034,4.0
W_18.4583_74.8233,2019-05-19,9.99,8.331905,7.3
W_18.4583_74.8233,2019-08-19,5.5,7.011361,9.99
W_18.4583_74.8233,2019-11-09,0.010000229,3.074022,5.5
W_18.4583_74.8233,2020-11-29,2.0,1.2997572,0.01
W_18.4583_74.8233,2021-01-09,12.0,2.9534833,2.0
W_18.45_73.1,2017-01-04,2.2,1.5433397,0.3
W_18.45_73.1,2017-08-24,0.00999999,-0.08901453,2.2
W_18.45_73.1,2018-08-19,0.5,-0.7862114,0.01
W_18.45_73.1,2019-01-09,1.53,3.0790226,0.5
W_18.45_73.1,2019-05-19,3.1999998,2.616633,1.53
W_18.45_73.1,2019-08-19,0.93000007,0.96208286,3.2
W_18.45_73.1,2019-11-09,0.8,1.5632057,0.93
W_18.45_73.1,2020-01-09,2.43,2.042202,0.8
W_18.45_73.1,2020-11-29,0.36000013,1.7042254,2.43
W_18.45_73.1,2021-01-09,2.54,1.0144054,0.36
W_18.4828_76.5917,2018-08-24,11.1,6.1717086,5.3
W_18.4828_76.5917,2019-01-09,11.05,11.4,11.1
W_18.4828_76.5917,2019-05-19,12.3,12.972258,11.05
W_18.4828_76.5917,2019-11-09,8.23,10.274031,12.3
W_18.4828_76.5917,2020-01-09,10.299999,10.149546,8.23
W_18.4828_76.5917,2021-01-09,7.65,9.594141,10.3
W_18.4872_74.0783,2017-01-04,6.4500003,7.5925865,6.07
W_18.4872_74.0783,2017-08-24,1.8999996,6.583452,6.45
W_18.4872_74.0783,2018-08-19,7.0,2.0862048,1.9
W_18.4872_74.0783,2019-01-09,8.7,8.348588,7.0
W_18.4872_74.0783,2019-05-19,11.0,9.8996725,8.7
W_18.4872_74.0783,2019-08-19,8.5,6.897601,11.0
W_18.4872_74.0783,2019-11-09,4.63,5.811057,8.5
W_18.4872_74.0783,2020-01-09,7.57,5.4698668,4.63
W_18.4931_75.4722,2017-08-24,3.4,8.672896,9.05
W_18.4931_75.4722,2018-08-24,4.0,4.581524,3.4
W_18.4931_75.4722,2019-01-09,10.75,7.157247,4.0
W_18.4931_75.4722,2019-05-19,10.99,11.950285,10.75
W_18.4931_75.4722,2019-08-19,4.0,6.7162833,10.99
W_18.4931_75.4722,2019-11-09,3.95,-0.29211473,4.0
W_18.4931_75.4722,2020-01-09,4.8,5.6496687,3.95
W_18.4931_75.4722,2021-01-09,5.02,3.5632348,4.8
W_18.5144_76.1806,2016-11-04,2.35,1.6088698,4.5
W_18.5144_76.1806,2017-01-04,3.6,4.4621763,2.35
W_18.5144_76.1806,2018-08-24,4.5,3.2605696,3.6
W_18.5144_76.1806,2019-01-09,5.35,5.9977636,4.5
W_18.5144_76.1806,2019-05-19,5.6,7.5918007,5.35
W_18.5144_76.1806,2019-08-19,5.1,3.7570734,5.6
W_18.5144_76.1806,2019-11-09,2.28,1.3659515,5.1
W_18.5144_76.1806,2020-01-09,3.15,4.208681,2.28
W_18.5144_76.1806,2021-01-09,3.65,2.7702453,3.15
W_18.525_77.0417,2017-08-24,7.55,8.727038,8.1
W_18.525_77.0417,2018-08-24,7.1000004,7.500156,7.55
W_18.525_77.0417,2019-01-09,10.8,10.183273,7.1
W_18.525_77.0417,2019-05-19,9.45,13.035835,10.8
W_18.525_77.0417,2020-01-09,6.8999996,6.6517076,9.45
W_18.525_77.0417,2021-01-09,8.0,8.121271,6.9
W_18.5347_72.9833,2017-01-04,2.7,4.2594376,2.17
W_18.5347_72.9833,2017-08-24,0.00999999,0.6846471,2.7
W_18.5347_72.9833,2018-08-19,1.0,-0.86109495,0.01
W_18.5347_72.9833,2019-01-09,2.9,4.9520073,1.0
W_18.5347_72.9833,2019-05-19,4.4,2.651318,2.9
W_18.5347_72.9833,2019-08-19,1.25,0.08631706,4.4
W_18.5347_72.9833,2019-11-09,1.37,1.6696978,1.25
W_18.5347_72.9833,2020-01-09,2.4099998,3.2614536,1.37
W_18.5347_72.9833,2020-11-29,1.4000001,0.49577534,2.41
W_18.5347_72.9833,2021-01-09,2.4499998,3.1387787,1.4
W_18.5625_79.9208,2016-11-04,1.77,5.130135,5.62
W_18.5625_79.9208,2017-01-04,3.32,3.4073358,1.77
W_18.5625_79.9208,2017-08-24,4.34,3.0014837,3.32
W_18.5625_79.9208,2018-08-19,6.45,2.7208138,4.34
W_18.5625_79.9208,2018-11-04,9.35,8.951174,6.45
W_18.5625_79.9208,2018-11-11,9.55,10.006428,9.35
W_18.5625_79.9208,2018-11-18,9.75,10.005094,9.55
W_18.5625_79.9208,2018-11-25,9.65,9.887993,9.75
W_18.5625_79.9208,2018-12-04,9.95,9.674602,9.65
W_18.5625_79.9208,2018-12-11,10.15,9.962695,9.95
W_18.5625_79.9208,2018-12-18,9.849999,10.149407,10.15
W_18.5625_79.9208,2018-12-25,10.05,9.852343,9.85
W_18.5625_79.9208,2019-01-04,10.0,10.605091,10.05
W_18.5625_79.9208,2019-05-04,12.559999,10.734809,10.0
W_18.5625_79.9208,2019-08-19,7.6000004,10.440617,12.56
W_18.5625_79.9208,2019-10-31,2.42,7.0377045,7.6
W_18.5625_79.9208,2020-01-09,3.3500001,4.106257,2.42
W_18.5625_79.9208,2020-11-29,1.8499999,2.1641016,3.35
W_18.5625_79.9208,2021-01-09,3.33,3.0385559,1.85
W_18.6069_72.9794,2017-01-04,3.7999997,5.0044594,2.62
W_18.6069_72.9794,2017-08-24,0.00999999,3.925684,3.8
W_18.6069_72.9794,2018-08-19,0.01,-0.3875232,0.01
W_18.6069_72.9794,2019-01-09,3.61,3.8775806,0.01
W_18.6069_72.9794,2019-05-19,5.2,3.9556155,3.61
W_18.6069_72.9794,2019-08-19,0.77,0.96166945,5.2
W_18.6069_72.9794,2020-01-09,3.97,1.2652713,0.77
W_18.6069_72.9794,2020-11-29,3.02,4.4110584,3.97
W_18.6069_72.9794,2021-01-09,1.65,4.602224,3.02
W_18.6147_75.5961,2016-11-04,6.8999996,9.317561,11.2
W_18.6147_75.5961,2017-01-04,3.15,8.568509,6.9
W_18.6147_75.5961,2018-08-24,1.3000001,2.769735,3.15
W_18.6147_75.5961,2019-01-09,14.0,3.877955,1.3
W_18.6147_75.5961,2019-05-19,13.99,16.269365,14.0
W_18.6147_75.5961,2019-08-19,6.75,11.268633,13.99
W_18.6147_75.5961,2019-11-09,0.32000017,2.7635713,6.75
W_18.6147_75.5961,2020-01-09,6.15,2.6507769,0.32
W_18.6147_75.5961,2021-01-09,7.02,5.621316,6.15
W_18.6167_76.9667,2019-08-19,11.0,9.459045,7.7
W_18.6167_76.9667,2019-11-09,4.25,10.788581,11.0
W_18.6167_76.9667,2020-01-09,8.76,6.781959,4.25
W_18.6167_76.9667,2021-01-09,12.780001,6.3132553,8.76
W_18.6486_79.2625,2017-08-24,5.96,4.5031657,4.73
W_18.6486_79.2625,2018-08-19,3.25,4.587993,5.96
W_18.6486_79.2625,2018-11-04,2.85,4.407423,3.25
W_18.6486_79.2625,2019-01-04,4.3,3.7559013,2.85
W_18.6486_79.2625,2019-05-04,7.25,6.6063147,4.3
W_18.6486_79.2625,2019-08-19,4.25,3.1243162,7.25
W_18.6486_79.2625,2019-10-31,2.9,1.942308,4.25
W_18.6486_79.2625,2020-01-09,3.8500001,4.363821,2.9
W_18.6486_79.2625,2020-11-29,2.1,3.0903463,3.85
W_18.6486_79.2625,2021-01-09,3.4499998,3.6051226,2.1
W_18.6561_77.1833,2017-08-24,1.8999999,5.391964,5.2
W_18.6561_77.1833,2018-08-20,4.6,2.2926793,1.9
W_18.6561_77.1833,2019-01-09,12.0,7.664559,4.6
W_18.6561_77.1833,2019-05-19,13.1,14.187914,12.0
W_18.6561_77.1833,2019-08-19,4.4000006,10.229813,13.1
W_18.6561_77.1833,2020-01-09,5.2000003,1.319588,4.4
W_18.6561_77.1833,2021-01-09,4.5,4.794576,5.2
W_18.6747_79.3008,2016-11-04,2.53,4.182572,5.27
W_18.6747_79.3008,2017-01-04,1.63,4.138083,2.53
W_18.6747_79.3008,2017-08-24,2.21,2.3688533,1.63
W_18.6747_79.3008,2018-08-19,1.9000001,0.83799314,2.21
W_18.6747_79.3008,2018-11-04,3.35,3.057423,1.9
W_18.6747_79.3008,2019-01-04,3.8999999,4.2559013,3.35
W_18.6747_79.3008,2019-05-04,5.8500004,6.2063146,3.9
W_18.6747_79.3008,2019-08-19,2.3,1.7243161,5.85
W_18.6747_79.3008,2019-10-31,1.9499999,-0.0076920986,2.3
W_18.6747_79.3008,2020-01-09,2.8000002,3.4138207,1.95
W_18.6747_79.3008,2020-11-29,1.9,2.0403466,2.8
W_18.6747_79.3008,2021-01-09,1.9499999,3.4051225,1.9
W_18.6806_78.0933,2017-01-04,6.2,5.8272305,4.42
W_18.6806_78.0933,2017-08-24,15.97,6.1865706,6.2
W_18.6806_78.0933,2018-08-19,2.1000004,15.249591,15.97
W_18.6806_78.0933,2018-11-04,3.62,3.8434973,2.1
W_18.6806_78.0933,2019-01-04,2.2999997,4.2117023,3.62
W_18.6806_78.0933,2019-05-04,9.2,4.9266453,2.3
W_18.6806_78.0933,2019-08-19,3.8799996,4.1659775,9.2
W_18.6806_78.0933,2019-10-31,1.9000001,1.2395875,3.88
W_18.6806_78.0933,2020-01-09,3.75,3.1330442,1.9
W_18.6806_78.0933,2020-11-29,3.51,2.3493261,3.75
W_18.6806_78.0933,2021-01-09,5.7,5.180555,3.51
W_18.6878_76.3089,2019-08-19,12.1,13.24844,15.95
W_18.6878_76.3089,2019-11-09,1.5,7.966251,12.1
W_18.6878_76.3089,2020-01-09,6.95,3.4242258,1.5
W_18.6878_76.3089,2020-11-29,2.2999997,6.716135,6.95
W_18.6878_76.3089,2021-01-09,4.15,4.6715326,2.3
W_18.6914_74.1306,2017-08-24,2.56,3.8355865,3.3
W_18.6914_74.1306,2018-08-19,6.0,2.8767176,2.56
W_18.6914_74.1306,2019-01-09,6.83,7.484728,6.0
W_18.6914_74.1306,2019-05-19,7.9,7.9563947,6.83
W_18.6914_74.1306,2019-08-19,6.3,3.8936806,7.9
W_18.6914_74.1306,2019-11-09,2.1000004,4.19853,6.3
W_18.6914_74.1306,2020-01-09,4.43,3.2431371,2.1
W_18.6914_74.1306,2020-11-29,0.89999986,4.102701,4.43
W_18.6914_74.1306,2021-01-09,3.6,2.1337814,0.9
W_18.7072_75.2972,2017-08-24,10.7,6.237277,7.9
W_18.7072_75.2972,2018-08-24,8.8,11.404313,10.7
W_18.7072_75.2972,2019-01-09,13.9,10.987907,8.8
W_18.7072_75.2972,2019-08-19,14.7,13.882701,13.9
W_18.7072_75.2972,2019-11-09,5.0,10.822301,14.7
W_18.7072_75.2972,2020-01-09,8.5,5.4942846,5.0
W_18.7072_75.2972,2020-11-29,3.9,5.864927,8.5
W_18.7072_75.2972,2021-01-09,4.4,5.6587124,3.9
W_18.7322_78.8142,2016-11-04,1.48,0.86672497,3.21
W_18.7322_78.8142,2017-01-04,2.68,2.791408,1.48
W_18.7322_78.8142,2017-08-24,4.8500004,3.3453207,2.68
W_18.7322_78.8142,2018-08-19,1.48,4.1342506,4.85
W_18.7322_78.8142,2018-11-04,2.83,2.3906543,1.48
W_18.7322_78.8142,2019-01-04,4.2799997,3.6236868,2.83
W_18.7322_78.8142,2019-05-04,9.33,6.8942323,4.28
W_18.7322_78.8142,2019-08-19,1.73,4.257975,9.33
W_18.7322_78.8142,2019-10-31,1.48,-0.3531797,1.73
W_18.7322_78.8142,2020-01-09,2.28,2.749648,1.48
W_18.7322_78.8142,2020-11-29,1.65,1.0729989,2.28
W_18.7322_78.8142,2021-01-09,2.54,3.2468472,1.65
W_18.7333_75.3167,2017-01-04,3.8999999,5.273187,3.6
W_18.7333_75.3167,2017-08-24,5.7,3.6688676,3.9
W_18.7333_75.3167,2018-08-24,6.85,6.946131,5.7
W_18.7333_75.3167,2019-01-09,5.6,10.029697,6.85
W_18.7333_75.3167,2019-05-19,8.23,6.4465795,5.6
W_18.7333_75.3167,2019-08-19,6.9999995,4.654031,8.23
W_18.7333_75.3167,2019-11-09,6.52,3.3142111,7.0
W_18.7333_75.3167,2020-01-09,7.1,7.864879,6.52
W_18.7333_75.3167,2020-11-29,5.1,5.8229036,7.1
W_18.7333_75.3167,2021-01-09,4.4,6.8915734,5.1
W_18.7528_74.6397,2018-08-24,2.1,0.5138785,0.01
W_18.7528_74.6397,2019-01-09,1.6999999,5.1471233,2.1
W_18.7528_74.6397,2019-05-19,5.79,3.4732728,1.7
W_18.7528_74.6397,2019-08-19,7.1,1.8685601,5.79
W_18.7528_74.6397,2019-11-09,1.1999998,4.62403,7.1
W_18.7528_74.6397,2020-01-09,2.9,2.7954006,1.2
W_18.7528_74.6397,2020-11-29,3.3000002,2.1296053,2.9
W_18.7528_74.6397,2021-01-09,5.2,5.2428966,3.3
W_18.7636_78.6236,2017-08-24,5.1,6.670813,6.45
W_18.7636_78.6236,2018-08-19,4.35,4.454713,5.1
W_18.7636_78.6236,2018-11-04,5.58,5.3651314,4.35
W_18.7636_78.6236,2019-01-04,6.81,6.3712244,5.58
W_18.7636_78.6236,2019-05-04,9.9,9.570082,6.81
W_18.7636_78.6236,2019-08-19,5.5199995,5.0077806,9.9
W_18.7636_78.6236,2019-10-31,4.87,3.4612632,5.52
W_18.7636_78.6236,2020-01-09,5.6499996,6.033612,4.87
W_18.7636_78.6236,2020-11-29,4.5,4.173038,5.65
W_18.7636_78.6236,2021-01-09,6.02,6.025673,4.5
W_18.7667_79.4833,2017-01-04,3.88,4.134966,2.8
W_18.7667_79.4833,2017-08-24,4.55,3.6894262,3.88
W_18.7667_79.4833,2018-08-19,1.8500001,3.2232156,4.55
W_18.7667_79.4833,2018-11-04,8.3,3.3737435,1.85
W_18.7667_79.4833,2019-01-04,9.05,9.275612,8.3
W_18.7667_79.4833,2019-05-04,11.75,11.480017,9.05
W_18.7667_79.4833,2019-08-19,0.8500004,7.457043,11.75
W_18.7667_79.4833,2019-10-31,2.65,-0.33563614,0.85
W_18.7667_79.4833,2020-01-09,4.3500004,3.8462796,2.65
W_18.7667_79.4833,2020-11-29,2.6499999,3.5251737,4.35
W_18.7667_79.4833,2021-01-09,3.7600002,3.8663664,2.65
W_18.7833_78.9,2016-01-04,11.8,6.5285034,4.84
W_18.7833_78.9,2016-08-24,4.21,11.960022,11.8
W_18.7833_78.9,2016-11-04,9.690001,3.4701414,4.21
W_18.7833_78.9,2016-11-04,3.8299994,11.091807,9.69
W_18.7833_78.9,2017-01-04,9.65,4.898495,3.83
W_18.7833_78.9,2017-01-04,4.6299996,10.173907,9.65
W_18.7833_78.9,2017-08-24,4.7200003,4.606958,4.63
W_18.7833_78.9,2018-08-19,8.0199995,4.5931816,4.72
W_18.7833_78.9,2018-08-19,2.5000005,8.857305,8.02
W_18.7833_78.9,2018-11-04,8.4,3.901722,2.5
W_18.7833_78.9,2018-11-04,4.2,8.4760895,8.4
W_18.7833_78.9,2019-01-04,10.0,4.481158,4.2
W_18.7833_78.9,2019-01-04,4.57,10.516046,10.0
W_18.7833_78.9,2019-05-04,5.5,4.341255,4.57
W_18.7833_78.9,2019-08-19,8.6,4.6119494,5.5
W_18.7833_78.9,2019-08-19,3.1500006,8.113686,8.6
W_18.7833_78.9,2019-10-31,6.95,3.0510046,3.15
W_18.7833_78.9,2019-10-31,3.4699998,8.261744,6.95
W_18.7833_78.9,2020-01-09,8.1,5.1205363,3.47
W_18.7833_78.9,2020-01-09,4.3,7.6728306,8.1
W_18.7833_78.9,2020-11-29,6.0200005,3.6379836,4.3
W_18.7833_78.9,2020-11-29,3.93,6.070434,6.02
W_18.7833_78.9,2021-01-09,7.52,4.415039,3.93
W_18.7833_78.9,2021-01-09,4.5299997,7.5202565,7.52
W_18.7919_77.6267,2018-08-19,10.2,9.417412,9.8
W_18.7919_77.6267,2019-01-09,10.25,13.131216,10.2
W_18.7919_77.6267,2019-05-19,9.5,12.390541,10.25
W_18.7919_77.6267,2019-08-19,11.0,5.5401487,9.5
W_18.7919_77.6267,2019-11-09,10.5,9.232014,11.0
W_18.7919_77.6267,2020-01-09,10.8,11.884958,10.5
W_18.7947_76.1953,2017-01-04,15.0,13.223208,15.3
W_18.7947_76.1953,2017-08-24,14.26,13.553456,15.0
W_18.7947_76.1953,2018-08-24,14.1,15.896123,14.26
W_18.7947_76.1953,2019-01-09,21.0,18.154007,14.1
W_18.7947_76.1953,2019-05-19,20.52,20.327164,21.0
W_18.7947_76.1953,2019-08-19,21.5,17.721987,20.52
W_18.7947_76.1953,2019-11-09,10.2,17.4882,21.5
W_18.7947_76.1953,2020-01-09,14.639999,12.247558,10.2
W_18.7947_76.1953,2020-11-29,4.6000004,14.155265,14.64
W_18.7947_76.1953,2021-01-09,10.9,7.200588,4.6
W_18.7997_75.3644,2019-08-19,2.5,11.9749775,15.99
W_18.7997_75.3644,2019-11-09,1.0,-1.4534981,2.5
W_18.7997_75.3644,2020-01-09,0.9,2.4704745,1.0
W_18.7997_75.3644,2020-11-29,0.79999995,-0.17152882,0.9
W_18.7997_75.3644,2021-01-09,1.0,2.7928054,0.8
W_18.8111_78.7833,2017-01-04,2.6699998,3.4541163,2.32
W_18.8111_78.7833,2017-08-24,3.3700001,3.432636,2.67
W_18.8111_78.7833,2018-08-19,1.2199998,2.7156112,3.37
W_18.8111_78.7833,2018-11-04,2.0700002,1.9654856,1.22
W_18.8111_78.7833,2019-01-04,2.82,2.9487367,2.07
W_18.8111_78.7833,2019-05-04,3.27,5.40297,2.82
W_18.8111_78.7833,2019-08-19,2.12,-1.8647041,3.27
W_18.8111_78.7833,2019-10-31,2.02,0.23730028,2.12
W_18.8111_78.7833,2020-01-09,2.27,3.4352474,2.02
W_18.8111_78.7833,2020-11-29,2.02,1.0283209,2.27
W_18.8111_78.7833,2021-01-09,2.69,3.6898131,2.02
W_18.8361_79.6722,2017-01-04,5.16,7.2674303,5.75
W_18.8361_79.6722,2017-08-24,5.77,3.8341641,5.16
W_18.8361_79.6722,2018-08-19,5.4,4.1851068,5.77
W_18.8361_79.6722,2018-11-04,5.7000003,7.7542906,5.4
W_18.8361_79.6722,2018-11-18,5.75,6.3247533,5.7
W_18.8361_79.6722,2018-12-11,5.7,7.072186,5.75
W_18.8361_79.6722,2018-12-18,5.75,5.5711203,5.7
W_18.8361_79.6722,2018-12-25,5.8,5.8504343,5.75
W_18.8361_79.6722,2019-01-04,5.6000004,6.4461613,5.8
W_18.8361_79.6722,2019-05-04,6.45,6.57414,5.6
W_18.8361_79.6722,2019-08-19,5.35,4.214944,6.45
W_18.8361_79.6722,2019-10-31,5.4,5.012948,5.35
W_18.8361_79.6722,2020-01-09,5.5,7.1237507,5.4
W_18.8361_79.6722,2020-11-29,4.43,4.2757745,5.5
W_18.8361_79.6722,2021-01-09,4.92,5.7338123,4.43
W_18.8583_79.0083,2017-01-04,4.2,3.7739062,2.7
W_18.8583_79.0083,2017-08-24,5.2,4.4828124,4.2
W_18.8583_79.0083,2018-08-19,0.77999973,4.2449446,5.2
W_18.8583_79.0083,2018-11-04,1.5999999,1.6440012,0.78
W_18.8583_79.0083,2019-01-04,3.0500002,2.6014895,1.6
W_18.8583_79.0083,2019-05-04,6.35,5.623968,3.05
W_18.8583_79.0083,2019-08-19,2.3999999,1.6715655,6.35
W_18.8583_79.0083,2019-10-31,0.5500001,1.0102108,2.4
W_18.8583_79.0083,2020-01-09,1.5999999,1.6862135,0.55
W_18.8583_79.0083,2020-11-29,0.8,0.5344763,1.6
W_18.8583_79.0083,2021-01-09,1.75,2.247317,0.8
W_18.85_76.5333,2020-01-09,3.31,3.3109994,2.6
W_18.85_76.5333,2020-11-29,15.5,3.6241522,3.31
W_18.8639_73.8972,2017-01-04,1.1800001,3.0295851,1.84
W_18.8639_73.8972,2018-08-19,0.6999999,0.477966,1.18
W_18.8639_73.8972,2019-01-09,1.75,3.9365706,0.7
W_18.8639_73.8972,2019-05-19,3.3,3.9370189,1.75
W_18.8639_73.8972,2019-08-19,2.1,0.36820078,3.3
W_18.8639_73.8972,2019-11-09,1.05,-0.2400577,2.1
W_18.8639_73.8972,2020-01-09,2.35,1.6504843,1.05
W_18.8639_73.8972,2020-11-29,0.41999996,1.8532562,2.35
W_18.8639_73.8972,2021-01-09,1.9,2.286777,0.42
W_18.8783_76.8494,2017-08-24,10.7,9.859781,7.1
W_18.8783_76.8494,2018-08-24,6.7999997,10.880792,10.7
W_18.8783_76.8494,2019-01-09,16.99,7.817337,6.8
W_18.8783_76.8494,2019-05-19,17.0,18.666037,16.99
W_18.8783_76.8494,2019-08-19,2.8000002,12.176607,17.0
W_18.8783_76.8494,2019-11-09,3.9,0.23979568,2.8
W_18.8783_76.8494,2020-01-09,4.8,5.193595,3.9
W_18.8783_76.8494,2021-01-09,3.2000003,4.4762135,4.8
W_18.8992_77.7233,2016-11-04,6.8,5.876871,7.0
W_18.8992_77.7233,2017-01-04,7.4,8.73601,6.8
W_18.8992_77.7233,2017-08-24,5.7,6.637722,7.4
W_18.8992_77.7233,2018-08-22,6.7,5.0417624,5.7
W_18.8992_77.7233,2019-01-09,3.6999998,11.43297,6.7
W_18.8992_77.7233,2019-05-19,3.0,5.5899625,3.7
W_18.8992_77.7233,2019-08-19,7.9,-2.2442222,3.0
W_18.8992_77.7233,2019-11-09,7.3,7.9785624,7.9
W_18.8992_77.7233,2020-01-09,7.2000003,8.8164625,7.3
