stratum,value,n_held_out,n_current_evaluable,current_coverage_pct,n_candidate_evaluable,candidate_coverage_pct
well_id,well_id=W_21.4633_80.3653,26,10,0.38461538461538464,10,0.38461538461538464
well_id,well_id=W_21.4667_72.9528,43,13,0.3023255813953488,13,0.3023255813953488
well_id,well_id=W_21.4667_78.5333,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_21.4881_73.8831,17,11,0.6470588235294118,11,0.6470588235294118
well_id,well_id=W_21.5042_80.5361,11,0,0.0,0,0.0
well_id,well_id=W_21.5292_73.3542,13,1,0.07692307692307693,1,0.07692307692307693
well_id,well_id=W_21.5292_76.3106,31,16,0.5161290322580645,16,0.5161290322580645
well_id,well_id=W_21.5306_76.7758,28,15,0.5357142857142857,15,0.5357142857142857
well_id,well_id=W_21.5333_73.9333,24,11,0.4583333333333333,11,0.4583333333333333
well_id,well_id=W_21.5394_74.0694,11,10,0.9090909090909091,10,0.9090909090909091
well_id,well_id=W_21.5725_73.1553,5,2,0.4,2,0.4
well_id,well_id=W_21.5878_78.7314,31,16,0.5161290322580645,16,0.5161290322580645
well_id,well_id=W_21.5958_73.1692,16,12,0.75,12,0.75
well_id,well_id=W_21.5994_78.1283,3,0,0.0,0,0.0
well_id,well_id=W_21.5_77.2042,28,15,0.5357142857142857,15,0.5357142857142857
well_id,well_id=W_21.61_73.6525,21,13,0.6190476190476191,13,0.6190476190476191
well_id,well_id=W_21.61_73.7633,13,9,0.6923076923076923,9,0.6923076923076923
well_id,well_id=W_21.6306_79.8389,34,16,0.47058823529411764,16,0.47058823529411764
well_id,well_id=W_21.6333_73.5833,9,2,0.2222222222222222,2,0.2222222222222222
well_id,well_id=W_21.6519_78.8028,58,32,0.5517241379310345,32,0.5517241379310345
well_id,well_id=W_21.6644_80.0172,32,14,0.4375,14,0.4375
well_id,well_id=W_21.6886_76.1978,31,14,0.45161290322580644,14,0.45161290322580644
well_id,well_id=W_21.705_80.225,18,6,0.3333333333333333,6,0.3333333333333333
well_id,well_id=W_21.7078_72.8306,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_21.7333_79.3417,1,0,0.0,0,0.0
well_id,well_id=W_21.7533_74.3525,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_21.775_78.2556,32,14,0.4375,14,0.4375
well_id,well_id=W_21.7792_78.2572,8,0,0.0,0,0.0
well_id,well_id=W_21.7875_74.0478,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_21.8064_79.5008,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_21.8089_75.1753,32,14,0.4375,14,0.4375
well_id,well_id=W_21.8128_80.1836,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_21.8214_75.4506,31,14,0.45161290322580644,14,0.45161290322580644
well_id,well_id=W_21.8214_79.0131,31,15,0.4838709677419355,15,0.4838709677419355
well_id,well_id=W_21.8567_77.8028,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_21.8678_76.5661,26,15,0.5769230769230769,15,0.5769230769230769
well_id,well_id=W_21.875_73.5,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_21.8822_78.5186,31,15,0.4838709677419355,15,0.4838709677419355
well_id,well_id=W_21.9111_77.8981,10,2,0.2,2,0.2
well_id,well_id=W_21.9347_75.1364,31,14,0.45161290322580644,14,0.45161290322580644
well_id,well_id=W_21.9472_79.7119,31,12,0.3870967741935484,12,0.3870967741935484
well_id,well_id=W_21.9625_78.9378,32,16,0.5,16,0.5
well_id,well_id=W_21.9828_76.4639,31,15,0.4838709677419355,15,0.4838709677419355
well_id,well_id=W_21.9833_76.4639,2,0,0.0,0,0.0
year+season,year=2013 | season=monsoon,444,0,0.0,0,0.0
year+season,year=2013 | season=post-monsoon,1169,0,0.0,0,0.0
year+season,year=2013 | season=pre-monsoon,398,0,0.0,0,0.0
year+season,year=2014 | season=monsoon,506,0,0.0,0,0.0
year+season,year=2014 | season=post-monsoon,1026,11,0.010721247563352826,11,0.010721247563352826
year+season,year=2014 | season=pre-monsoon,499,0,0.0,0,0.0
year+season,year=2015 | season=monsoon,520,11,0.021153846153846155,11,0.021153846153846155
year+season,year=2015 | season=post-monsoon,1063,88,0.08278457196613359,88,0.08278457196613359
year+season,year=2015 | season=pre-monsoon,553,12,0.0216998191681736,12,0.0216998191681736
year+season,year=2016 | season=monsoon,549,3,0.00546448087431694,3,0.00546448087431694
year+season,year=2016 | season=post-monsoon,784,625,0.7971938775510204,625,0.7971938775510204
year+season,year=2016 | season=pre-monsoon,479,251,0.524008350730689,251,0.524008350730689
year+season,year=2017 | season=monsoon,547,105,0.19195612431444242,105,0.19195612431444242
year+season,year=2017 | season=post-monsoon,1291,1192,0.9233152594887684,1192,0.9233152594887684
year+season,year=2017 | season=pre-monsoon,556,342,0.6151079136690647,342,0.6151079136690647
year+season,year=2018 | season=monsoon,544,64,0.11764705882352941,64,0.11764705882352941
year+season,year=2018 | season=post-monsoon,820,797,0.9719512195121951,797,0.9719512195121951
year+season,year=2018 | season=pre-monsoon,558,105,0.1881720430107527,105,0.1881720430107527
year+season,year=2019 | season=monsoon,550,82,0.14909090909090908,82,0.14909090909090908
year+season,year=2019 | season=post-monsoon,1095,1095,1.0,1095,1.0
year+season,year=2019 | season=pre-monsoon,523,424,0.8107074569789675,424,0.8107074569789675
year+season,year=2020 | season=monsoon,89,43,0.48314606741573035,43,0.48314606741573035
year+season,year=2020 | season=post-monsoon,946,946,1.0,946,1.0
year+season,year=2021 | season=post-monsoon,564,564,1.0,564,1.0
season+region,season=monsoon | region=NE,984,140,0.14227642276422764,140,0.14227642276422764
season+region,season=monsoon | region=NW,870,83,0.09540229885057472,83,0.09540229885057472
season+region,season=monsoon | region=SE,1052,80,0.07604562737642585,80,0.07604562737642585
season+region,season=monsoon | region=SW,843,5,0.005931198102016607,5,0.005931198102016607
season+region,season=post-monsoon | region=NE,2185,1284,0.5876430205949656,1284,0.5876430205949656
season+region,season=post-monsoon | region=NW,1924,1240,0.6444906444906445,1240,0.6444906444906445
season+region,season=post-monsoon | region=SE,2699,1631,0.6042978881067061,1631,0.6042978881067061
season+region,season=post-monsoon | region=SW,1950,1163,0.5964102564102564,1163,0.5964102564102564
season+region,season=pre-monsoon | region=NE,942,415,0.440552016985138,415,0.440552016985138
season+region,season=pre-monsoon | region=NW,815,265,0.32515337423312884,265,0.32515337423312884
season+region,season=pre-monsoon | region=SE,1022,303,0.2964774951076321,303,0.2964774951076321
season+region,season=pre-monsoon | region=SW,787,151,0.19186785260482847,151,0.19186785260482847
