well_id,date,current_fully_evaluable,candidate_fully_evaluable,current_chirps_ok,candidate_chirps_ok,current_gldas_ok,candidate_gldas_ok,current_sentinel2_ndvi_ok,candidate_sentinel2_ndvi_ok,current_grace_ok,candidate_grace_ok
W_15.7972_80.4108,2021-01-09,True,True,True,True,True,True,True,True,True,True
W_16.4361_79.7889,2014-01-04,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2014-05-14,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2014-08-24,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2014-11-04,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2015-01-04,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2015-05-14,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2015-08-24,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2015-11-04,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2016-01-04,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2016-08-24,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2016-11-04,True,True,True,True,True,True,True,True,True,True
W_16.4361_79.7889,2017-01-04,True,True,True,True,True,True,True,True,True,True
W_16.4361_79.7889,2017-11-04,True,True,True,True,True,True,True,True,True,True
W_16.4361_79.7889,2017-12-31,True,True,True,True,True,True,True,True,True,True
W_16.4361_79.7889,2018-05-19,False,False,True,True,True,True,False,False,True,True
W_16.4361_79.7889,2018-08-19,False,False,True,True,True,True,False,False,True,True
